disease,question,label
coronary artery disease,How is coronary artery disease normally diagnosed?,coronary artery disease diagnosis
coronary artery disease,"What should I expect when getting tested for coronary artery disease, diagnosis?",coronary artery disease diagnosis
coronary artery disease,Are there any methods for diagnosing coronary artery disease that I can know about?,coronary artery disease diagnosis
coronary artery disease,"What's the best way to find out if I have coronary artery disease, diagnosis?",coronary artery disease diagnosis
coronary artery disease,"How can doctors tell if someone has coronary artery disease, diagnosis?",coronary artery disease diagnosis
coronary artery disease,What are some different ways to diagnose coronary artery disease?,coronary artery disease diagnosis
coronary artery disease,"How would a doctor check for coronary artery disease, diagnosis?",coronary artery disease diagnosis
coronary artery disease,Are there any specific tests for diagnosing coronary artery disease?,coronary artery disease diagnosis
coronary artery disease,How do doctors usually treat coronary artery disease?,coronary artery disease treatment
coronary artery disease,What's the typical treatment for someone with coronary artery disease?,coronary artery disease treatment
coronary artery disease,What are some treatments I might consider for coronary artery disease?,coronary artery disease treatment
coronary artery disease,How is coronary artery disease normally treated?,coronary artery disease treatment
coronary artery disease,What are some other ways to treat coronary artery disease that I might not know about?,coronary artery disease treatment
coronary artery disease,Are there any new treatments for coronary artery disease that I should know about?,coronary artery disease treatment
coronary artery disease,What's the best way to treat coronary artery disease?,coronary artery disease treatment
coronary artery disease,Are there any non-traditional treatments for coronary artery disease?,coronary artery disease treatment
coronary artery disease,How can I treat my coronary artery disease?,coronary artery disease treatment
coronary artery disease,What are some different treatment options for coronary artery disease?,coronary artery disease treatment
congestive heart failure,what is congestive heart failure?,congestive heart failure definition
congestive heart failure,Tell me about congestive heart failure?,congestive heart failure definition
congestive heart failure,What kind of disease is congestive heart failure?,congestive heart failure definition
congestive heart failure,Can you elaborate on congestive heart failure?,congestive heart failure definition
congestive heart failure,What can you tell me about congestive heart failure?,congestive heart failure definition
congestive heart failure,Could you describe what congestive heart failure is?,congestive heart failure definition
congestive heart failure,What information do you have on congestive heart failure?,congestive heart failure definition
congestive heart failure,Could you provide information on congestive heart failure?,congestive heart failure definition
congestive heart failure,causes of congestive heart failure?,congestive heart failure causes
congestive heart failure,causes for congestive heart failure?,congestive heart failure causes
congestive heart failure,What causes congestive heart failure?,congestive heart failure causes
congestive heart failure,What is the cause of congestive heart failure?,congestive heart failure causes
congestive heart failure,Can you explain the causes of congestive heart failure?,congestive heart failure causes
congestive heart failure,What are the main causes of congestive heart failure?,congestive heart failure causes
congestive heart failure,What causes the onset of congestive heart failure?,congestive heart failure causes
congestive heart failure,Can you tell me what causes congestive heart failure?,congestive heart failure causes
congestive heart failure,What are the primary causes of congestive heart failure?,congestive heart failure causes
congestive heart failure,How does congestive heart failure is caused?,congestive heart failure causes
congestive heart failure,How is congestive heart failure caused?,congestive heart failure causes
congestive heart failure,What are the usual symptoms of congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What are the typical symptoms of congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What symptoms can indicate congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What should I watch for if someone is at risk of congestive heart failure based on their symptoms?,congestive heart failure symptoms
congestive heart failure,What are the common symptoms for congestive heart failure?,congestive heart failure symptoms
congestive heart failure,Could you describe the telltale signs and symptoms of congestive heart failure?,congestive heart failure symptoms
congestive heart failure,"If someone suspects they have congestive heart failure, what symptoms should they be mindful of?",congestive heart failure symptoms
congestive heart failure,Any symptoms that might suggest congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What symptoms are often associated with congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What are the symptoms someone might have if they have congestive heart failure?,congestive heart failure symptoms
congestive heart failure,What are the potential risk factors associated with congestive heart failure?,congestive heart failure risks
congestive heart failure,Who is most likely to be at risk for congestive heart failure?,congestive heart failure risks
congestive heart failure,What factors could increase my risk of developing congestive heart failure?,congestive heart failure risks
congestive heart failure,What are the known risk factors that contribute to the development of congestive heart failure?,congestive heart failure risks
congestive heart failure,Who is generally considered at risk for contracting congestive heart failure?,congestive heart failure risks
congestive heart failure,What conditions or behaviors might increase the risk of getting congestive heart failure?,congestive heart failure risks
congestive heart failure,What are the common risk factors linked with congestive heart failure?,congestive heart failure risks
congestive heart failure,Who is typically at a higher risk for developing congestive heart failure?,congestive heart failure risks
congestive heart failure,Are there any known risk factors that make someone more susceptible to congestive heart failure?,congestive heart failure risks
congestive heart failure,What are the main risk factors that could lead to congestive heart failure?,congestive heart failure risks
congestive heart failure,Who is generally more at risk for experiencing congestive heart failure?,congestive heart failure risks
congestive heart failure,"How do doctors usually figure out if someone has congestive heart failure, diagnosis?",congestive heart failure diagnosis
congestive heart failure,What's the usual way to diagnose congestive heart failure?,congestive heart failure diagnosis
congestive heart failure,"How can I find out if I have congestive heart failure, diagnosis?",congestive heart failure diagnosis
congestive heart failure,What tests do doctors use to diagnose congestive heart failure?,congestive heart failure diagnosis
congestive heart failure,How is congestive heart failure normally diagnosed?,congestive heart failure diagnosis
congestive heart failure,"What should I expect when getting tested for congestive heart failure, diagnosis?",congestive heart failure diagnosis
congestive heart failure,Are there any methods for diagnosing congestive heart failure that I can know about?,congestive heart failure diagnosis
congestive heart failure,"What's the best way to find out if I have congestive heart failure, diagnosis?",congestive heart failure diagnosis
congestive heart failure,"How can doctors tell if someone has congestive heart failure, diagnosis?",congestive heart failure diagnosis
